contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,expirationDateCalls
SPY241231C00581000,2024-12-13 15:46:12+00:00,581.0,23.98,22.23,25.44,-1.3000011,-5.1424093,198.0,856,0.1854329504394531,True,REGULAR,USD,2024-12-31
SPY241231C00582000,2024-12-13 16:30:41+00:00,582.0,23.13,21.27,24.48,-1.9100018,-7.6278024,200.0,1509,0.18128260131835935,True,REGULAR,USD,2024-12-31
SPY241231C00583000,2024-12-13 15:47:18+00:00,583.0,22.48,20.31,23.52,-1.1499996,-4.8666935,182.0,1133,0.1771322521972656,True,REGULAR,USD,2024-12-31
SPY241231C00584000,2024-12-13 20:59:18+00:00,584.0,21.31,19.35,22.57,-2.210001,-9.396262,5.0,1206,0.17310397216796874,True,REGULAR,USD,2024-12-31
SPY241231C00585000,2024-12-13 21:00:21+00:00,585.0,20.04,18.4,21.62,-1.1599998,-5.471697,33.0,5036,0.1690756921386719,True,REGULAR,USD,2024-12-31
SPY241231C00586000,2024-12-13 16:51:07+00:00,586.0,18.9,17.45,20.68,-1.3900013,-6.850672,406.0,900,0.1651694812011719,True,REGULAR,USD,2024-12-31
SPY241231C00587000,2024-12-13 17:24:34+00:00,587.0,17.62,16.51,19.75,-1.0799999,-5.7754,595.0,982,0.16138533935546873,True,REGULAR,USD,2024-12-31
SPY241231C00588000,2024-12-13 15:55:58+00:00,588.0,17.12,15.58,18.82,-2.2599983,-11.661498,396.0,2126,0.1575401629638672,True,REGULAR,USD,2024-12-31
SPY241231C00589000,2024-12-13 20:21:43+00:00,589.0,16.33,14.66,17.9,-2.8500004,-14.859231,398.0,1226,0.15375602111816405,True,REGULAR,USD,2024-12-31
SPY241231C00590000,2024-12-13 20:30:56+00:00,590.0,15.52,13.74,16.99,-0.80999947,-4.9601927,365.0,6633,0.15012446563720705,True,REGULAR,USD,2024-12-31
SPY241231C00591000,2024-12-13 19:59:33+00:00,591.0,14.77,12.83,16.09,-0.92999935,-5.923563,565.0,1362,0.14655394470214844,True,REGULAR,USD,2024-12-31
SPY241231C00592000,2024-12-13 20:12:57+00:00,592.0,13.8,11.94,14.35,-1.9899998,-12.602912,200.0,3001,0.12262840270996095,True,REGULAR,USD,2024-12-31
SPY241231C00593000,2024-12-13 21:14:02+00:00,593.0,12.6,12.39,12.52,-2.8199997,-18.287935,1019.0,3294,0.09528492614746095,True,REGULAR,USD,2024-12-31
SPY241231C00594000,2024-12-13 21:02:55+00:00,594.0,11.68,11.53,11.67,-2.54,-17.862165,407.0,2834,0.09394216613769531,True,REGULAR,USD,2024-12-31
SPY241231C00595000,2024-12-13 21:10:32+00:00,595.0,10.91,10.69,10.82,-0.6100006,-5.295144,436.0,4233,0.09217216430664063,True,REGULAR,USD,2024-12-31
SPY241231C00596000,2024-12-13 20:17:50+00:00,596.0,10.17,9.86,9.97,-2.1400003,-17.384243,407.0,1692,0.08997492065429688,True,REGULAR,USD,2024-12-31
SPY241231C00597000,2024-12-13 14:41:30+00:00,597.0,9.25,9.06,9.16,-2.67,-22.399328,209.0,1460,0.08832698791503907,True,REGULAR,USD,2024-12-31
SPY241231C00598000,2024-12-13 20:31:25+00:00,598.0,8.7,8.28,8.37,-1.0500002,-10.769233,25.0,1236,0.08661802062988282,True,REGULAR,USD,2024-12-31
SPY241231C00599000,2024-12-13 18:21:31+00:00,599.0,7.53,7.53,7.61,-1.5899997,-17.434206,18.0,1906,0.0850921569824219,True,REGULAR,USD,2024-12-31
SPY241231C00600000,2024-12-13 21:14:52+00:00,600.0,6.89,6.8,6.88,-0.7800002,-10.169495,4426.0,15648,0.08362732788085939,True,REGULAR,USD,2024-12-31
SPY241231C00601000,2024-12-13 20:34:16+00:00,601.0,6.48,6.11,6.19,-0.88999987,-12.075982,149.0,2310,0.08237611968994141,True,REGULAR,USD,2024-12-31
SPY241231C00602000,2024-12-13 20:56:44+00:00,602.0,5.78,5.46,5.53,-0.9399996,-13.98809,161.0,2245,0.08112491149902344,True,REGULAR,USD,2024-12-31
SPY241231C00603000,2024-12-13 21:14:52+00:00,603.0,4.95,4.86,4.9,-0.78999996,-13.763065,1336.0,16654,0.07978215148925781,True,REGULAR,USD,2024-12-31
SPY241231C00604000,2024-12-13 21:14:45+00:00,604.0,4.35,4.29,4.33,-0.6800003,-13.518892,1318.0,2852,0.07889715057373048,True,REGULAR,USD,2024-12-31
SPY241231C00605000,2024-12-13 21:09:01+00:00,605.0,3.87,3.76,3.8,-0.6300001,-14.000003,1484.0,8805,0.07807318420410157,False,REGULAR,USD,2024-12-31
SPY241231C00606000,2024-12-13 21:09:01+00:00,606.0,3.36,3.3,3.32,-0.6300001,-15.789476,2621.0,7026,0.07746283874511721,False,REGULAR,USD,2024-12-31
SPY241231C00607000,2024-12-13 21:14:52+00:00,607.0,2.9,2.86,2.89,-0.6199999,-17.613632,2382.0,4037,0.07706611419677736,False,REGULAR,USD,2024-12-31
SPY241231C00608000,2024-12-13 21:14:52+00:00,608.0,2.51,2.47,2.49,-0.6700001,-21.069183,1532.0,3244,0.07651680328369143,False,REGULAR,USD,2024-12-31
SPY241231C00609000,2024-12-13 21:06:24+00:00,609.0,2.19,2.12,2.14,-0.47000003,-17.669174,1095.0,6284,0.07624214782714846,False,REGULAR,USD,2024-12-31
SPY241231C00610000,2024-12-13 21:14:52+00:00,610.0,1.85,1.81,1.84,-0.49999988,-21.276592,14215.0,39109,0.07624214782714846,False,REGULAR,USD,2024-12-31
SPY241231C00611000,2024-12-13 21:05:58+00:00,611.0,1.6,1.55,1.57,-0.4799999,-23.07692,269.0,1378,0.07618111328125002,False,REGULAR,USD,2024-12-31
SPY241231C00612000,2024-12-13 21:11:40+00:00,612.0,1.35,1.31,1.33,-0.39999998,-22.857141,1329.0,19693,0.07612007873535158,False,REGULAR,USD,2024-12-31
SPY241231C00613000,2024-12-13 21:11:40+00:00,613.0,1.15,1.11,1.13,-0.33000004,-22.2973,6212.0,3410,0.0763031823730469,False,REGULAR,USD,2024-12-31
SPY241231C00614000,2024-12-13 21:01:51+00:00,614.0,0.99,0.93,0.95,-0.39,-28.260868,1800.0,2233,0.07636421691894534,False,REGULAR,USD,2024-12-31
SPY241231C00615000,2024-12-13 21:14:52+00:00,615.0,0.79,0.79,0.8,-0.3,-27.522936,5403.0,25578,0.07660835510253908,False,REGULAR,USD,2024-12-31
SPY241231C00616000,2024-12-13 21:01:11+00:00,616.0,0.69,0.65,0.67,-0.26999998,-28.125,280.0,1538,0.07685249328613282,False,REGULAR,USD,2024-12-31
SPY241231C00617000,2024-12-13 20:45:23+00:00,617.0,0.58,0.55,0.56,-0.21000004,-26.582283,108.0,1870,0.07715766601562501,False,REGULAR,USD,2024-12-31
SPY241231C00618000,2024-12-13 21:10:30+00:00,618.0,0.47,0.45,0.47,-0.20000002,-29.850748,200.0,7822,0.07758490783691407,False,REGULAR,USD,2024-12-31
SPY241231C00619000,2024-12-13 21:00:51+00:00,619.0,0.4,0.38,0.4,-0.18999997,-32.203384,459.0,1271,0.07837835693359377,False,REGULAR,USD,2024-12-31
SPY241231C00620000,2024-12-13 21:14:52+00:00,620.0,0.33,0.32,0.33,-0.14999998,-31.249996,14460.0,28598,0.07862249511718751,False,REGULAR,USD,2024-12-31
SPY241231C00621000,2024-12-13 21:00:21+00:00,621.0,0.26,0.26,0.27,-0.120000005,-31.578949,116.0,1323,0.07886663330078125,False,REGULAR,USD,2024-12-31
SPY241231C00622000,2024-12-13 21:00:21+00:00,622.0,0.21,0.22,0.23,-0.12000002,-36.36364,69.0,2690,0.07972111694335937,False,REGULAR,USD,2024-12-31
SPY241231C00625000,2024-12-13 21:06:14+00:00,625.0,0.13,0.12,0.13,-0.060000002,-31.578949,2752.0,18372,0.081063876953125,False,REGULAR,USD,2024-12-31
SPY241231C00630000,2024-12-13 21:11:39+00:00,630.0,0.07,0.06,0.07,-0.009999998,-12.499998,1576.0,14854,0.08789974609375001,False,REGULAR,USD,2024-12-31
SPY241231C00635000,2024-12-13 21:01:48+00:00,635.0,0.04,0.03,0.04,-0.010000002,-20.000004,313.0,6896,0.09473561523437501,False,REGULAR,USD,2024-12-31
SPY241231C00640000,2024-12-13 17:43:22+00:00,640.0,0.04,0.03,0.04,0.01,33.333336,171.0,2891,0.1079190771484375,False,REGULAR,USD,2024-12-31
SPY241231C00645000,2024-12-13 20:01:28+00:00,645.0,0.03,0.03,0.04,0.0,0.0,427.0,2580,0.12012598632812499,False,REGULAR,USD,2024-12-31
SPY241231C00650000,2024-12-13 17:16:07+00:00,650.0,0.02,0.02,0.03,0.0,0.0,1056.0,3764,0.1289149609375,False,REGULAR,USD,2024-12-31
SPY241231C00655000,2024-12-13 17:56:44+00:00,655.0,0.03,0.02,0.03,-0.01,-25.0,4.0,915,0.14063359375,False,REGULAR,USD,2024-12-31
SPY241231C00660000,2024-12-13 16:13:00+00:00,660.0,0.02,0.01,0.02,-0.01,-33.333336,39.0,964,0.14649291015625,False,REGULAR,USD,2024-12-31
SPY241231C00665000,2024-12-13 17:14:03+00:00,665.0,0.01,0.01,0.02,-0.01,-50.0,48.0,716,0.157234990234375,False,REGULAR,USD,2024-12-31
SPY241231C00670000,2024-12-13 14:43:42+00:00,670.0,0.04,0.01,0.02,0.03,300.0,5.0,971,0.16797707031250003,False,REGULAR,USD,2024-12-31
SPY241231C00675000,2024-12-13 15:40:35+00:00,675.0,0.01,0.01,0.02,-0.01,-50.0,15.0,2275,0.179695703125,False,REGULAR,USD,2024-12-31
SPY241231C00680000,2024-12-13 15:07:44+00:00,680.0,0.01,0.01,0.02,-0.01,-50.0,10.0,2882,0.18946123046875002,False,REGULAR,USD,2024-12-31
SPY241231C00685000,2024-12-13 20:30:19+00:00,685.0,0.01,0.01,0.02,0.0,0.0,61.0,382,0.1992267578125,False,REGULAR,USD,2024-12-31
SPY241231C00690000,2024-12-11 21:06:19+00:00,690.0,0.01,0.01,0.02,0.0,0.0,1.0,17,0.21094539062499998,False,REGULAR,USD,2024-12-31
SPY241231C00700000,2024-12-12 18:01:15+00:00,700.0,0.02,0.01,0.02,0.0,0.0,10.0,593,0.2304764453125,False,REGULAR,USD,2024-12-31
SPY241231C00710000,2024-12-11 16:53:28+00:00,710.0,0.01,0.0,0.01,0.0,0.0,20.0,8886,0.23438265625,False,REGULAR,USD,2024-12-31
SPY241231C00720000,2024-12-13 20:05:17+00:00,720.0,0.01,0.0,0.01,0.0,0.0,150.0,684,0.25391371093750004,False,REGULAR,USD,2024-12-31
SPY241231C00730000,2024-12-13 17:42:36+00:00,730.0,0.01,0.0,0.01,0.0,0.0,1.0,3268,0.273444765625,False,REGULAR,USD,2024-12-31
SPY241231C00740000,2024-12-13 17:42:37+00:00,740.0,0.01,0.0,0.01,0.0,0.0,3.0,1874,0.2890696093749999,False,REGULAR,USD,2024-12-31
SPY241231C00750000,2024-12-13 14:30:00+00:00,750.0,0.01,0.0,0.01,0.0,0.0,5.0,3139,0.3086006640625,False,REGULAR,USD,2024-12-31
SPY241231C00760000,2024-12-09 20:39:51+00:00,760.0,0.01,0.0,0.01,0.0,0.0,1002.0,12451,0.3242255078124999,False,REGULAR,USD,2024-12-31
SPY241231C00770000,2024-12-13 15:13:26+00:00,770.0,0.01,0.0,0.01,0.0,0.0,5.0,3093,0.3437565625,False,REGULAR,USD,2024-12-31
SPY241231C00780000,2024-12-09 20:35:21+00:00,780.0,0.01,0.0,0.01,0.0,0.0,3.0,691,0.35938140625,False,REGULAR,USD,2024-12-31
SPY241231C00790000,2024-12-09 14:47:10+00:00,790.0,0.01,0.0,0.01,0.0,0.0,98.0,282,0.37500625,False,REGULAR,USD,2024-12-31
SPY241231C00800000,2024-12-13 19:50:39+00:00,800.0,0.01,0.0,0.01,0.0,0.0,50.0,7,0.39063109375,False,REGULAR,USD,2024-12-31
SPY241231C00810000,2024-12-09 20:39:48+00:00,810.0,0.01,0.0,0.01,0.0,0.0,18.0,1063,0.4062559375,False,REGULAR,USD,2024-12-31
SPY241231C00820000,2024-12-05 16:31:31+00:00,820.0,0.01,0.0,0.01,0.0,0.0,,8,0.42188078125,False,REGULAR,USD,2024-12-31
SPY241231C00830000,2024-12-05 16:07:33+00:00,830.0,0.01,0.0,0.01,0.0,0.0,,1155,0.437505625,False,REGULAR,USD,2024-12-31
SPY241231C00840000,2024-11-26 20:56:58+00:00,840.0,0.01,0.0,0.01,0.0,0.0,,30,0.45313046875,False,REGULAR,USD,2024-12-31
SPY241231C00850000,2024-12-03 19:41:57+00:00,850.0,0.01,0.0,0.01,0.0,0.0,1.0,3,0.4687553125,False,REGULAR,USD,2024-12-31
SPY250103C00440000,2024-11-27 20:29:47+00:00,440.0,160.19,162.69,165.88,0.0,0.0,,0,0.7702659692382813,True,REGULAR,USD,2025-01-03
SPY250103C00450000,2024-12-05 19:40:04+00:00,450.0,158.52,152.7,155.89,0.0,0.0,,3,0.7251004052734374,True,REGULAR,USD,2025-01-03
SPY250103C00460000,2024-11-27 19:14:36+00:00,460.0,140.65,142.71,145.9,0.0,0.0,,32,0.6806672558593752,True,REGULAR,USD,2025-01-03
SPY250103C00485000,2024-12-05 19:07:54+00:00,485.0,122.11,117.76,120.94,0.0,0.0,30.0,33,0.5727581787109376,True,REGULAR,USD,2025-01-03
SPY250103C00500000,2024-12-06 20:05:01+00:00,500.0,108.39,102.8,105.98,0.0,0.0,8.0,7,0.5102588037109376,True,REGULAR,USD,2025-01-03
SPY250103C00510000,2024-12-04 16:10:06+00:00,510.0,97.72,92.83,96.01,0.0,0.0,5000.0,5000,0.4688773815917969,True,REGULAR,USD,2025-01-03
SPY250103C00515000,2024-12-11 20:57:29+00:00,515.0,93.72,87.85,91.03,0.0,0.0,2.0,3,0.4484918432617187,True,REGULAR,USD,2025-01-03
SPY250103C00525000,2024-12-13 20:15:58+00:00,525.0,79.88,77.89,81.07,3.0799942,4.0104094,18.0,979,0.40759869750976563,True,REGULAR,USD,2025-01-03
SPY250103C00530000,2024-12-09 19:36:24+00:00,530.0,76.47,72.92,76.1,0.0,0.0,2.0,2,0.38757936645507807,True,REGULAR,USD,2025-01-03
SPY250103C00535000,2024-12-11 20:57:29+00:00,535.0,73.79,67.95,71.13,0.0,0.0,2.0,5,0.36743796630859377,True,REGULAR,USD,2025-01-03
SPY250103C00540000,2024-12-13 19:56:41+00:00,540.0,65.26,62.98,66.16,-3.4399948,-5.007271,2.0,22,0.34717449707031245,True,REGULAR,USD,2025-01-03
SPY250103C00545000,2024-12-03 19:19:58+00:00,545.0,60.75,58.02,61.2,0.0,0.0,1.0,1,0.327155166015625,True,REGULAR,USD,2025-01-03
SPY250103C00550000,2024-12-13 21:03:12+00:00,550.0,54.84,53.06,56.24,-2.8499985,-4.940195,1.0,4,0.30689169677734374,True,REGULAR,USD,2025-01-03
SPY250103C00555000,2024-12-12 15:09:01+00:00,555.0,50.31,48.11,51.3,0.0,0.0,1.0,22,0.28711650390624993,True,REGULAR,USD,2025-01-03
SPY250103C00560000,2024-12-06 14:34:39+00:00,560.0,49.89,43.17,46.36,0.0,0.0,1.0,6,0.26697510375976563,True,REGULAR,USD,2025-01-03
SPY250103C00565000,2024-12-12 15:46:14+00:00,565.0,42.72,38.25,41.45,-0.32999802,-0.7665459,2.0,10,0.24738301452636718,True,REGULAR,USD,2025-01-03
SPY250103C00570000,2024-12-11 14:55:17+00:00,570.0,37.81,33.37,36.58,-0.14999771,-0.39514676,2.0,21,0.22840127075195313,True,REGULAR,USD,2025-01-03
SPY250103C00572000,2024-12-06 20:58:40+00:00,572.0,37.67,31.42,34.63,0.0,0.0,2.0,3,0.22046677978515622,True,REGULAR,USD,2025-01-03
SPY250103C00573000,2024-12-12 20:22:24+00:00,573.0,33.18,30.45,33.67,0.0,0.0,304.0,153,0.21692677612304687,True,REGULAR,USD,2025-01-03
SPY250103C00574000,2024-11-22 14:36:17+00:00,574.0,26.77,29.49,32.7,0.0,0.0,2.0,0,0.21302056518554688,True,REGULAR,USD,2025-01-03
SPY250103C00575000,2024-12-13 20:04:15+00:00,575.0,31.16,28.52,31.74,-0.20000076,-0.63775754,3.0,40,0.20929745788574217,True,REGULAR,USD,2025-01-03
SPY250103C00576000,2024-12-12 20:40:12+00:00,576.0,30.36,27.56,30.78,0.0,0.0,390.0,197,0.20557435058593748,True,REGULAR,USD,2025-01-03
SPY250103C00578000,2024-12-13 19:33:55+00:00,578.0,27.65,25.65,28.87,-0.8600006,-3.0164876,2.0,298,0.198250205078125,True,REGULAR,USD,2025-01-03
SPY250103C00579000,2024-12-13 19:57:52+00:00,579.0,26.41,24.69,27.92,-1.1499996,-4.172713,2.0,101,0.19461864959716796,True,REGULAR,USD,2025-01-03
SPY250103C00580000,2024-12-13 20:35:46+00:00,580.0,25.62,23.74,26.97,-0.8499985,-3.2111769,22.0,49,0.1909260595703125,True,REGULAR,USD,2025-01-03
SPY250103C00581000,2024-12-13 18:32:04+00:00,581.0,24.17,22.8,26.03,-1.5300007,-5.95331,178.0,111,0.18738605590820312,True,REGULAR,USD,2025-01-03
SPY250103C00582000,2024-12-13 16:33:12+00:00,582.0,23.8,21.86,25.1,-0.98000145,-3.954808,94.0,99,0.18405967315673827,True,REGULAR,USD,2025-01-03
SPY250103C00582500,2024-12-13 16:22:25+00:00,582.5,22.82,21.39,24.63,-1.8000011,-7.3111334,199.0,111,0.18219811950683595,True,REGULAR,USD,2025-01-03
SPY250103C00583000,2024-12-13 17:18:25+00:00,583.0,21.99,20.92,24.16,-1.0200005,-4.4328575,4.0,85,0.1803670831298828,True,REGULAR,USD,2025-01-03
SPY250103C00584000,2024-12-13 20:00:56+00:00,584.0,22.04,19.99,23.23,-0.7399998,-3.2484624,72.0,36,0.17682707946777343,True,REGULAR,USD,2025-01-03
SPY250103C00585000,2024-12-13 18:32:13+00:00,585.0,20.48,19.06,22.31,-1.3999996,-6.398536,334.0,108,0.17347017944335938,True,REGULAR,USD,2025-01-03
SPY250103C00586000,2024-12-13 14:38:15+00:00,586.0,21.92,18.14,21.4,0.6100006,2.8625088,2.0,156,0.17017431396484378,True,REGULAR,USD,2025-01-03
SPY250103C00587000,2024-12-13 14:50:11+00:00,587.0,21.26,17.23,20.49,1.2600002,6.3000007,198.0,437,0.16681741394042973,True,REGULAR,USD,2025-01-03
SPY250103C00587500,2024-12-13 19:17:53+00:00,587.5,18.61,16.77,20.04,-1.8699989,-9.130855,206.0,302,0.1651694812011719,True,REGULAR,USD,2025-01-03
SPY250103C00588000,2024-12-13 19:56:28+00:00,588.0,18.21,16.32,19.59,-0.94000053,-4.908619,6.0,74,0.16352154846191408,True,REGULAR,USD,2025-01-03
SPY250103C00589000,2024-12-13 20:01:59+00:00,589.0,17.31,15.42,18.7,-1.2000008,-6.4829865,6.0,327,0.16031723480224608,True,REGULAR,USD,2025-01-03
SPY250103C00590000,2024-12-13 20:53:26+00:00,590.0,16.49,14.53,17.81,-0.90999985,-5.229884,580.0,630,0.15699085205078128,True,REGULAR,USD,2025-01-03
SPY250103C00591000,2024-12-13 19:11:38+00:00,591.0,15.4,14.93,15.07,-1.4300003,-8.496734,125.0,240,0.11209994354248046,True,REGULAR,USD,2025-01-03
SPY250103C00592000,2024-12-13 20:54:20+00:00,592.0,14.62,14.09,14.21,-2.5199995,-14.702448,31.0,220,0.11026890716552734,True,REGULAR,USD,2025-01-03
SPY250103C00592500,2024-12-13 14:40:18+00:00,592.5,16.13,13.67,13.78,0.9899988,6.538962,52.0,137,0.10926183715820312,True,REGULAR,USD,2025-01-03
SPY250103C00593000,2024-12-13 19:58:01+00:00,593.0,13.67,13.24,13.36,-2.5699997,-15.825121,156.0,253,0.10837683624267577,True,REGULAR,USD,2025-01-03
SPY250103C00594000,2024-12-13 20:30:01+00:00,594.0,12.82,12.4,12.54,-1.9000006,-12.907612,205.0,270,0.10688148986816406,True,REGULAR,USD,2025-01-03
SPY250103C00595000,2024-12-13 20:52:03+00:00,595.0,12.11,11.58,11.72,-1.1600008,-8.741528,36.0,412,0.10501993621826172,True,REGULAR,USD,2025-01-03
SPY250103C00596000,2024-12-13 18:50:02+00:00,596.0,11.3,10.76,10.88,-0.97999954,-7.9804525,1.0,64,0.10245648529052734,True,REGULAR,USD,2025-01-03
SPY250103C00597000,2024-12-13 17:27:18+00:00,597.0,9.9,9.96,10.09,-2.4300003,-19.70803,4.0,89,0.100594931640625,True,REGULAR,USD,2025-01-03
SPY250103C00597500,2024-12-13 18:54:34+00:00,597.5,9.99,9.6,9.69,-1.0900002,-9.837546,24.0,36,0.09943527526855468,True,REGULAR,USD,2025-01-03
SPY250103C00598000,2024-12-13 15:40:20+00:00,598.0,10.0,9.22,9.3,-1.1899996,-10.634492,15.0,72,0.09839768798828125,True,REGULAR,USD,2025-01-03
SPY250103C00599000,2024-12-13 17:44:23+00:00,599.0,8.3,8.48,8.55,-1.6999998,-16.999998,14.0,363,0.09656665161132813,True,REGULAR,USD,2025-01-03
SPY250103C00600000,2024-12-13 21:00:22+00:00,600.0,8.0,7.76,7.83,-0.75,-8.571429,2936.0,1929,0.09488820159912112,True,REGULAR,USD,2025-01-03
SPY250103C00601000,2024-12-13 21:14:52+00:00,601.0,7.15,7.07,7.13,-0.9999995,-12.269934,53.0,139,0.09314871704101563,True,REGULAR,USD,2025-01-03
SPY250103C00602000,2024-12-13 21:10:11+00:00,602.0,6.52,6.4,6.47,-0.6500001,-9.065552,421.0,343,0.09165337066650389,True,REGULAR,USD,2025-01-03
SPY250103C00603000,2024-12-13 21:11:09+00:00,603.0,5.91,5.8,5.83,-0.78999996,-11.791044,764.0,583,0.09003595520019532,True,REGULAR,USD,2025-01-03
SPY250103C00604000,2024-12-13 21:13:37+00:00,604.0,5.32,5.19,5.23,-0.60999966,-10.286673,1237.0,1153,0.08863216064453125,True,REGULAR,USD,2025-01-03
SPY250103C00605000,2024-12-13 21:14:52+00:00,605.0,4.7,4.63,4.67,-0.64000034,-11.985024,3889.0,2994,0.08735043518066407,False,REGULAR,USD,2025-01-03
SPY250103C00606000,2024-12-13 21:14:54+00:00,606.0,4.13,4.12,4.15,-0.6700001,-13.958335,2686.0,3001,0.086221296081543,False,REGULAR,USD,2025-01-03
SPY250103C00607000,2024-12-13 21:14:59+00:00,607.0,3.67,3.64,3.67,-0.6300001,-14.651164,1079.0,3097,0.08521422607421877,False,REGULAR,USD,2025-01-03
SPY250103C00608000,2024-12-13 21:11:40+00:00,608.0,3.27,3.21,3.24,-0.56999993,-14.843748,834.0,1431,0.08454284606933596,False,REGULAR,USD,2025-01-03
SPY250103C00609000,2024-12-13 21:02:02+00:00,609.0,2.9,2.81,2.84,-0.5799999,-16.666664,289.0,843,0.08377991424560549,False,REGULAR,USD,2025-01-03
SPY250103C00610000,2024-12-13 21:14:53+00:00,610.0,2.49,2.45,2.48,-0.49,-16.442953,1591.0,4799,0.08316956878662113,False,REGULAR,USD,2025-01-03
SPY250103C00611000,2024-12-13 21:07:06+00:00,611.0,2.19,2.13,2.16,-0.49,-18.28358,336.0,699,0.08274232696533204,False,REGULAR,USD,2025-01-03
SPY250103C00612000,2024-12-13 20:49:37+00:00,612.0,2.0,1.85,1.87,-0.46000004,-18.699188,1063.0,574,0.08231508514404298,False,REGULAR,USD,2025-01-03
SPY250103C00613000,2024-12-13 20:58:49+00:00,613.0,1.72,1.6,1.62,-0.3699999,-17.703344,300.0,852,0.08213198150634766,False,REGULAR,USD,2025-01-03
SPY250103C00614000,2024-12-13 20:58:49+00:00,614.0,1.47,1.37,1.39,-0.32999992,-18.33333,122.0,347,0.08179629150390627,False,REGULAR,USD,2025-01-03
SPY250103C00615000,2024-12-13 21:14:53+00:00,615.0,1.19,1.18,1.19,-0.38,-24.203821,1540.0,4250,0.08161318786621095,False,REGULAR,USD,2025-01-03
SPY250103C00616000,2024-12-13 20:59:10+00:00,616.0,1.08,1.0,1.02,-0.32999992,-23.404251,282.0,351,0.08161318786621095,False,REGULAR,USD,2025-01-03
SPY250103C00617000,2024-12-13 20:15:44+00:00,617.0,0.95,0.85,0.87,-0.20999998,-18.103447,88.0,248,0.08161318786621095,False,REGULAR,USD,2025-01-03
SPY250103C00618000,2024-12-13 20:35:58+00:00,618.0,0.79,0.72,0.74,-0.36999995,-31.896547,140.0,327,0.08161318786621095,False,REGULAR,USD,2025-01-03
SPY250103C00619000,2024-12-13 20:55:00+00:00,619.0,0.66,0.61,0.63,-0.28999996,-30.526314,23.0,1115,0.08179629150390627,False,REGULAR,USD,2025-01-03
SPY250103C00620000,2024-12-13 21:12:24+00:00,620.0,0.53,0.51,0.53,-0.20000005,-27.397266,673.0,2330,0.08179629150390627,False,REGULAR,USD,2025-01-03
SPY250103C00621000,2024-12-13 20:45:23+00:00,621.0,0.46,0.43,0.45,-0.15,-24.590164,98.0,1203,0.08204042968750001,False,REGULAR,USD,2025-01-03
SPY250103C00622000,2024-12-13 21:14:52+00:00,622.0,0.37,0.37,0.38,-0.17000002,-31.481483,96.0,990,0.08228456787109376,False,REGULAR,USD,2025-01-03
SPY250103C00623000,2024-12-13 20:27:46+00:00,623.0,0.33,0.31,0.32,-0.17999998,-35.294113,44.0,250,0.08252870605468751,False,REGULAR,USD,2025-01-03
SPY250103C00624000,2024-12-13 21:14:30+00:00,624.0,0.27,0.26,0.27,-0.14999998,-35.71428,37.0,3094,0.08289491333007815,False,REGULAR,USD,2025-01-03
SPY250103C00625000,2024-12-13 21:02:51+00:00,625.0,0.23,0.22,0.23,-0.08999999,-28.124996,290.0,1803,0.08338318969726566,False,REGULAR,USD,2025-01-03
SPY250103C00630000,2024-12-13 21:10:50+00:00,630.0,0.11,0.1,0.11,-0.030000001,-21.428572,580.0,2540,0.08716733154296877,False,REGULAR,USD,2025-01-03
SPY250103C00635000,2024-12-13 21:13:05+00:00,635.0,0.06,0.05,0.06,-0.030000005,-33.333336,188.0,576,0.09253837158203124,False,REGULAR,USD,2025-01-03
SPY250103C00640000,2024-12-13 20:54:52+00:00,640.0,0.04,0.04,0.05,-0.010000002,-20.000004,62.0,927,0.10254803710937499,False,REGULAR,USD,2025-01-03
SPY250103C00645000,2024-12-13 17:40:08+00:00,645.0,0.04,0.03,0.04,0.0,0.0,24.0,615,0.11133701171874999,False,REGULAR,USD,2025-01-03
SPY250103C00650000,2024-12-13 20:39:59+00:00,650.0,0.03,0.02,0.03,-0.01,-25.0,61.0,741,0.11914943359374999,False,REGULAR,USD,2025-01-03
SPY250103C00655000,2024-12-13 17:52:22+00:00,655.0,0.03,0.02,0.03,-0.01,-25.0,3.0,357,0.129891513671875,False,REGULAR,USD,2025-01-03
SPY250103C00660000,2024-12-13 19:50:16+00:00,660.0,0.03,0.02,0.03,0.0,0.0,20.0,104,0.14063359375,False,REGULAR,USD,2025-01-03
SPY250103C00665000,2024-12-11 15:10:22+00:00,665.0,0.02,0.01,0.02,0.0,0.0,8.0,81,0.145516357421875,False,REGULAR,USD,2025-01-03
SPY250103C00670000,2024-12-11 17:31:48+00:00,670.0,0.03,0.01,0.02,0.0,0.0,2.0,41,0.1562584375,False,REGULAR,USD,2025-01-03
SPY250103C00675000,2024-12-10 18:20:41+00:00,675.0,0.02,0.01,0.02,0.0,0.0,1.0,546,0.16602396484375004,False,REGULAR,USD,2025-01-03
SPY250103C00680000,2024-12-13 15:50:06+00:00,680.0,0.02,0.01,0.02,0.0,0.0,2.0,126,0.1757894921875,False,REGULAR,USD,2025-01-03
SPY250103C00685000,2024-12-13 20:37:44+00:00,685.0,0.01,0.01,0.02,-0.01,-50.0,75.0,80,0.18555501953124998,False,REGULAR,USD,2025-01-03
