contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,expirationDateCalls
SPY250417C00735000,2024-12-06 15:12:11+00:00,735.0,0.13,0.07,0.09,0.0,0.0,5.0,23,0.13160048095703125,False,REGULAR,USD,2025-04-17
SPY250417C00740000,2024-12-10 16:34:41+00:00,740.0,0.08,0.06,0.08,0.0,0.0,1.0,179,0.133797724609375,False,REGULAR,USD,2025-04-17
SPY250417C00745000,2024-12-09 14:32:22+00:00,745.0,0.1,0.06,0.08,0.0,0.0,1.0,40,0.13770393554687502,False,REGULAR,USD,2025-04-17
SPY250417C00750000,2024-12-12 19:55:25+00:00,750.0,0.07,0.05,0.07,0.0,0.0,6.0,5903,0.139657041015625,False,REGULAR,USD,2025-04-17
SPY250417C00755000,2024-12-10 18:13:57+00:00,755.0,0.06,0.06,0.07,0.0,0.0,16.0,807,0.143563251953125,False,REGULAR,USD,2025-04-17
SPY250417C00760000,2024-12-12 15:06:39+00:00,760.0,0.06,0.05,0.06,0.0,0.0,20.0,93,0.1450280810546875,False,REGULAR,USD,2025-04-17
SPY250417C00765000,2024-12-03 20:29:54+00:00,765.0,0.06,0.04,0.06,0.0,0.0,32.0,90,0.148446015625,False,REGULAR,USD,2025-04-17
SPY250417C00770000,2024-12-12 19:59:19+00:00,770.0,0.05,0.04,0.06,0.0,0.0,10.0,41,0.15235222656250003,False,REGULAR,USD,2025-04-17
SPY250417C00775000,2024-12-13 19:24:07+00:00,775.0,0.04,0.04,0.05,-0.010000002,-20.000004,1.0,157,0.15332877929687502,False,REGULAR,USD,2025-04-17
SPY250417C00780000,2024-12-11 18:57:47+00:00,780.0,0.05,0.04,0.05,0.0,0.0,1.0,33,0.15674671386718753,False,REGULAR,USD,2025-04-17
SPY250417C00785000,2024-12-12 18:54:03+00:00,785.0,0.05,0.03,0.05,0.0,0.0,22.0,333,0.1601646484375,False,REGULAR,USD,2025-04-17
SPY250417C00790000,2024-11-04 14:49:17+00:00,790.0,0.04,0.05,0.06,0.0,0.0,80.0,119,0.16651224121093755,False,REGULAR,USD,2025-04-17
SPY250417C00795000,2024-12-10 15:05:43+00:00,795.0,0.04,0.03,0.05,0.0,0.0,6.0,136,0.16700051757812504,False,REGULAR,USD,2025-04-17
SPY250417C00800000,2024-12-09 18:44:16+00:00,800.0,0.04,0.03,0.04,0.0,0.0,28.0,235,0.16700051757812504,False,REGULAR,USD,2025-04-17
SPY250417C00805000,2024-12-09 18:44:13+00:00,805.0,0.04,0.03,0.04,0.0,0.0,6.0,268,0.16993017578125003,False,REGULAR,USD,2025-04-17
SPY250417C00810000,2024-12-09 14:53:36+00:00,810.0,0.03,0.02,0.04,0.0,0.0,2.0,199,0.1733481103515625,False,REGULAR,USD,2025-04-17
SPY250417C00815000,2024-11-25 18:51:58+00:00,815.0,0.05,0.02,0.04,0.0,0.0,2.0,243,0.176766044921875,False,REGULAR,USD,2025-04-17
SPY250417C00820000,2024-11-15 18:08:47+00:00,820.0,0.03,0.02,0.04,0.0,0.0,2.0,90,0.179695703125,False,REGULAR,USD,2025-04-17
SPY250417C00825000,2024-12-12 17:46:00+00:00,825.0,0.03,0.02,0.04,0.0,0.0,1.0,332,0.18311363769531247,False,REGULAR,USD,2025-04-17
SPY250417C00830000,2024-12-11 21:08:14+00:00,830.0,0.03,0.02,0.04,0.0,0.0,1.0,842,0.186531572265625,False,REGULAR,USD,2025-04-17
SPY250430C00375000,2024-11-14 17:16:03+00:00,375.0,227.01,232.98,236.17,0.0,0.0,3.0,10,0.5414474566650394,True,REGULAR,USD,2025-04-30
SPY250430C00380000,2024-10-31 18:09:11+00:00,380.0,199.02,227.36,230.83,0.0,0.0,,1,0.5173998455810547,True,REGULAR,USD,2025-04-30
SPY250430C00385000,2024-10-31 18:09:17+00:00,385.0,194.28,222.51,225.97,0.0,0.0,,0,0.5088855264282227,True,REGULAR,USD,2025-04-30
SPY250430C00390000,2024-10-31 18:11:59+00:00,390.0,189.75,217.65,221.11,0.0,0.0,,1,0.5002491381835938,True,REGULAR,USD,2025-04-30
SPY250430C00395000,2024-10-31 18:11:59+00:00,395.0,184.98,213.95,215.97,0.0,0.0,,1,0.5013477600097658,True,REGULAR,USD,2025-04-30
SPY250430C00400000,2024-12-05 20:07:26+00:00,400.0,214.0,208.67,211.86,0.0,0.0,1.0,5,0.527470545654297,True,REGULAR,USD,2025-04-30
SPY250430C00405000,2024-12-02 19:22:18+00:00,405.0,205.0,203.81,207.0,0.0,0.0,2.0,3,0.5174913973999024,True,REGULAR,USD,2025-04-30
SPY250430C00410000,2024-10-31 18:14:08+00:00,410.0,170.56,199.48,201.2,0.0,0.0,,2,0.49023947265625006,True,REGULAR,USD,2025-04-30
SPY250430C00415000,2024-10-31 18:14:02+00:00,415.0,165.78,194.58,196.8,0.0,0.0,,2,0.4891408508300782,True,REGULAR,USD,2025-04-30
SPY250430C00420000,2024-10-31 18:14:25+00:00,420.0,161.19,190.2,191.69,0.0,0.0,,4,0.475041870727539,True,REGULAR,USD,2025-04-30
SPY250430C00425000,2024-10-31 18:13:54+00:00,425.0,156.33,184.92,186.62,0.0,0.0,,1,0.46179737426757816,True,REGULAR,USD,2025-04-30
SPY250430C00430000,2024-11-15 15:05:33+00:00,430.0,167.37,179.59,182.78,0.0,0.0,3.0,4,0.46924358886718753,True,REGULAR,USD,2025-04-30
SPY250430C00435000,2024-12-12 15:38:24+00:00,435.0,178.97,174.75,177.95,0.0,0.0,2.0,4,0.4598137515258789,True,REGULAR,USD,2025-04-30
SPY250430C00440000,2024-10-31 18:20:23+00:00,440.0,142.27,170.46,172.6,0.0,0.0,,3,0.4422663195800781,True,REGULAR,USD,2025-04-30
SPY250430C00445000,2024-11-13 17:57:27+00:00,445.0,163.33,165.1,168.3,0.0,0.0,2.0,4,0.4410456286621094,True,REGULAR,USD,2025-04-30
SPY250430C00450000,2024-11-08 15:34:01+00:00,450.0,157.41,162.0,163.46,0.0,0.0,2.0,6,0.43140217041015627,True,REGULAR,USD,2025-04-30
SPY250430C00455000,2024-12-10 15:25:01+00:00,455.0,158.32,155.47,158.68,0.0,0.0,1.0,5,0.4226131958007812,True,REGULAR,USD,2025-04-30
SPY250430C00460000,2024-11-11 14:56:15+00:00,460.0,149.49,153.14,154.58,0.0,0.0,1.0,7,0.42304043762207033,True,REGULAR,USD,2025-04-30
SPY250430C00465000,2024-11-22 18:53:17+00:00,465.0,140.54,145.87,149.08,0.0,0.0,2.0,20,0.4042875733947754,True,REGULAR,USD,2025-04-30
SPY250430C00470000,2024-11-27 17:52:14+00:00,470.0,137.68,141.09,144.3,0.0,0.0,1.0,5,0.3953154951477051,True,REGULAR,USD,2025-04-30
SPY250430C00475000,2024-11-25 17:56:41+00:00,475.0,132.08,136.31,139.52,0.0,0.0,2.0,4,0.3862976409912109,True,REGULAR,USD,2025-04-30
SPY250430C00480000,2024-11-25 17:56:19+00:00,480.0,127.37,131.54,134.76,0.0,0.0,2.0,6,0.37744763183593744,True,REGULAR,USD,2025-04-30
SPY250430C00485000,2024-11-26 14:32:29+00:00,485.0,125.02,126.79,130.01,0.0,0.0,2.0,4,0.3686281399536133,True,REGULAR,USD,2025-04-30
SPY250430C00490000,2024-12-03 15:19:26+00:00,490.0,123.27,122.04,125.26,0.0,0.0,1.0,5,0.3597476135253906,True,REGULAR,USD,2025-04-30
SPY250430C00495000,2024-12-02 17:41:26+00:00,495.0,119.11,117.31,120.53,0.0,0.0,2.0,5,0.35098915618896476,True,REGULAR,USD,2025-04-30
SPY250430C00500000,2024-11-22 18:45:49+00:00,500.0,107.85,112.59,115.82,0.0,0.0,4.0,16,0.3423527679443359,True,REGULAR,USD,2025-04-30
SPY250430C00505000,2024-11-25 18:02:38+00:00,505.0,104.51,107.89,111.12,0.0,0.0,2.0,5,0.333716379699707,True,REGULAR,USD,2025-04-30
SPY250430C00510000,2024-12-04 20:15:11+00:00,510.0,108.48,103.21,106.45,0.0,0.0,6.0,4,0.3252630950927734,True,REGULAR,USD,2025-04-30
SPY250430C00515000,2024-11-26 16:47:53+00:00,515.0,97.32,98.55,101.79,0.0,0.0,6.0,7,0.31674877593994133,True,REGULAR,USD,2025-04-30
SPY250430C00520000,2024-12-12 20:40:56+00:00,520.0,96.23,93.91,97.15,0.0,0.0,1.0,15,0.3082954913330078,True,REGULAR,USD,2025-04-30
SPY250430C00525000,2024-12-03 14:41:23+00:00,525.0,91.04,89.3,92.54,0.0,0.0,5.0,18,0.2999642758178711,True,REGULAR,USD,2025-04-30
SPY250430C00526000,2024-10-31 18:44:16+00:00,526.0,65.89,89.05,91.04,0.0,0.0,,2,0.29265538894653315,True,REGULAR,USD,2025-04-30
SPY250430C00527000,2024-12-02 20:23:31+00:00,527.0,89.81,87.46,90.71,0.0,0.0,2.0,2,0.29671418624877927,True,REGULAR,USD,2025-04-30
SPY250430C00528000,2024-11-26 16:47:26+00:00,528.0,85.38,86.54,89.79,0.0,0.0,4.0,3,0.29502047760009764,True,REGULAR,USD,2025-04-30
SPY250430C00529000,2024-11-07 19:28:58+00:00,529.0,81.69,89.19,92.9,0.0,0.0,2.0,3,0.3304815487670898,True,REGULAR,USD,2025-04-30
SPY250430C00530000,2024-12-11 19:20:25+00:00,530.0,89.93,84.71,87.96,0.0,0.0,2.0,11,0.29172461212158196,True,REGULAR,USD,2025-04-30
SPY250430C00531000,2024-11-05 17:50:13+00:00,531.0,65.18,88.2,89.93,0.0,0.0,2.0,2,0.3165656723022461,True,REGULAR,USD,2025-04-30
SPY250430C00532000,2024-12-02 20:23:52+00:00,532.0,85.21,82.89,86.14,0.0,0.0,2.0,2,0.2884745225524901,True,REGULAR,USD,2025-04-30
SPY250430C00533000,2024-11-26 17:36:37+00:00,533.0,80.75,81.98,85.23,0.0,0.0,1.0,2,0.28684184844970695,True,REGULAR,USD,2025-04-30
SPY250430C00534000,2024-11-08 17:57:25+00:00,534.0,80.32,82.81,84.39,0.0,0.0,6.0,9,0.2858347784423828,True,REGULAR,USD,2025-04-30
SPY250430C00535000,2024-12-04 19:13:27+00:00,535.0,84.23,80.16,83.42,0.0,0.0,2.0,75,0.28363753479003895,True,REGULAR,USD,2025-04-30
SPY250430C00536000,2024-11-25 18:16:49+00:00,536.0,76.66,79.25,82.51,0.0,0.0,3.0,2,0.28195908477783205,True,REGULAR,USD,2025-04-30
SPY250430C00537000,2024-12-11 17:35:01+00:00,537.0,83.29,78.35,81.6,0.0,0.0,2.0,4,0.28029589340209954,True,REGULAR,USD,2025-04-30
SPY250430C00538000,2024-10-31 15:14:52+00:00,538.0,56.7,78.15,80.04,0.0,0.0,,3,0.2727123510742187,True,REGULAR,USD,2025-04-30
SPY250430C00539000,2024-11-15 17:08:20+00:00,539.0,65.19,76.54,79.8,0.0,0.0,2.0,3,0.2770915797424316,True,REGULAR,USD,2025-04-30
SPY250430C00540000,2024-12-05 15:02:10+00:00,540.0,81.12,75.64,78.9,0.0,0.0,7.0,82,0.2754894229125976,True,REGULAR,USD,2025-04-30
SPY250430C00541000,2024-12-03 15:22:01+00:00,541.0,75.86,74.74,78.0,0.0,0.0,2.0,3,0.2738567488098144,True,REGULAR,USD,2025-04-30
SPY250430C00542000,2024-11-04 19:15:38+00:00,542.0,52.55,78.2,79.85,0.0,0.0,2.0,3,0.29608858215332035,True,REGULAR,USD,2025-04-30
SPY250430C00543000,2024-11-07 20:27:54+00:00,543.0,70.75,76.42,80.13,0.0,0.0,1.0,2,0.30429772857666015,True,REGULAR,USD,2025-04-30
SPY250430C00544000,2024-11-11 18:22:22+00:00,544.0,70.21,74.31,75.85,0.0,0.0,1.0,2,0.27370416244506834,True,REGULAR,USD,2025-04-30
SPY250430C00545000,2024-12-13 20:20:44+00:00,545.0,72.71,71.15,74.42,-3.3600006,-4.416985,4.0,17,0.2674328628540039,True,REGULAR,USD,2025-04-30
SPY250430C00546000,2024-11-11 14:48:53+00:00,546.0,69.63,72.5,74.05,0.0,0.0,1.0,2,0.2703014865112304,True,REGULAR,USD,2025-04-30
SPY250430C00547000,2024-11-25 17:53:01+00:00,547.0,66.29,69.37,72.64,0.0,0.0,2.0,2,0.2642285491943359,True,REGULAR,USD,2025-04-30
SPY250430C00548000,2024-12-13 20:20:24+00:00,548.0,70.04,68.49,71.76,-3.9000015,-5.2745485,22.0,6,0.26270268554687504,True,REGULAR,USD,2025-04-30
SPY250430C00549000,2024-12-13 20:20:17+00:00,549.0,69.26,67.6,70.87,11.280003,19.454988,2.0,8,0.26107001144409175,True,REGULAR,USD,2025-04-30
SPY250430C00550000,2024-12-13 14:36:44+00:00,550.0,70.07,66.72,69.99,-1.0100021,-1.4209371,1.0,98,0.25951363052368165,True,REGULAR,USD,2025-04-30
SPY250430C00551000,2024-12-13 20:21:04+00:00,551.0,67.49,65.83,69.11,2.369995,3.6394272,2.0,3,0.25794199096679693,True,REGULAR,USD,2025-04-30
SPY250430C00552000,2024-12-06 19:31:51+00:00,552.0,69.58,64.95,68.23,0.0,0.0,4.0,2,0.2563550927734375,True,REGULAR,USD,2025-04-30
SPY250430C00553000,2024-11-25 17:52:37+00:00,553.0,61.16,64.08,67.35,0.0,0.0,2.0,3,0.25476819458007816,True,REGULAR,USD,2025-04-30
SPY250430C00554000,2024-11-08 16:15:23+00:00,554.0,62.52,64.98,65.89,0.0,0.0,3.0,14,0.2483595672607422,True,REGULAR,USD,2025-04-30
SPY250430C00555000,2024-12-11 17:09:06+00:00,555.0,67.27,62.32,65.61,0.0,0.0,14.0,96,0.2517012086486816,True,REGULAR,USD,2025-04-30
SPY250430C00556000,2024-12-13 20:19:31+00:00,556.0,63.08,61.45,64.74,3.670002,6.1774144,2.0,4,0.25014482772827146,True,REGULAR,USD,2025-04-30
SPY250430C00557000,2024-12-04 16:51:03+00:00,557.0,64.42,60.58,63.87,0.0,0.0,2.0,4,0.24857318817138674,True,REGULAR,USD,2025-04-30
SPY250430C00558000,2024-10-31 17:48:44+00:00,558.0,40.94,60.49,62.2,0.0,0.0,,2,0.24050136947631834,True,REGULAR,USD,2025-04-30
SPY250430C00559000,2024-12-02 15:25:54+00:00,559.0,60.36,58.84,62.13,0.0,0.0,2.0,4,0.24538413314819335,True,REGULAR,USD,2025-04-30
SPY250430C00560000,2024-12-11 20:32:08+00:00,560.0,63.0,57.98,61.27,0.0,0.0,8.0,55,0.24385826950073242,True,REGULAR,USD,2025-04-30
SPY250430C00561000,2024-11-26 21:00:28+00:00,561.0,57.48,57.12,60.41,0.0,0.0,4.0,4,0.24230188858032226,True,REGULAR,USD,2025-04-30
SPY250430C00562000,2024-11-13 14:43:10+00:00,562.0,55.35,56.26,59.55,0.0,0.0,2.0,18,0.2407455076599121,True,REGULAR,USD,2025-04-30
SPY250430C00563000,2024-12-04 15:35:51+00:00,563.0,59.34,55.4,58.7,0.0,0.0,1.0,5,0.23923490264892577,True,REGULAR,USD,2025-04-30
SPY250430C00564000,2024-10-31 17:49:08+00:00,564.0,36.64,55.85,56.97,0.0,0.0,,3,0.23081213531494144,True,REGULAR,USD,2025-04-30
SPY250430C00565000,2024-12-09 20:23:32+00:00,565.0,56.0,53.7,57.0,0.0,0.0,5.0,22,0.2361831753540039,True,REGULAR,USD,2025-04-30
SPY250430C00566000,2024-11-12 16:13:46+00:00,566.0,51.96,55.13,56.51,0.0,0.0,2.0,1,0.23741912490844724,True,REGULAR,USD,2025-04-30
SPY250430C00567000,2024-12-12 16:41:59+00:00,567.0,55.45,52.02,55.31,0.0,0.0,4.0,5,0.23313144805908204,True,REGULAR,USD,2025-04-30
SPY250430C00568000,2024-12-10 20:34:56+00:00,568.0,51.87,51.26,54.47,0.0,0.0,3.0,3,0.23162084304809571,True,REGULAR,USD,2025-04-30
SPY250430C00569000,2024-11-29 16:31:13+00:00,569.0,51.3,50.34,53.63,0.0,0.0,1.0,4,0.23009497940063478,True,REGULAR,USD,2025-04-30
SPY250430C00570000,2024-12-11 17:37:12+00:00,570.0,54.11,50.76,51.0,0.0,0.0,3.0,2302,0.21488211883544922,True,REGULAR,USD,2025-04-30
SPY250430C00571000,2024-12-06 14:47:31+00:00,571.0,54.22,48.74,51.96,0.0,0.0,1.0,7,0.22705851074218747,True,REGULAR,USD,2025-04-30
SPY250430C00572000,2024-12-10 20:38:07+00:00,572.0,48.07,47.83,51.13,0.0,0.0,1.0,19,0.22554790573120115,True,REGULAR,USD,2025-04-30
SPY250430C00573000,2024-12-12 16:42:56+00:00,573.0,50.46,47.01,50.31,0.0,0.0,2.0,20,0.2240830766296386,True,REGULAR,USD,2025-04-30
SPY250430C00574000,2024-12-09 14:54:08+00:00,574.0,50.89,46.23,49.48,0.0,0.0,1.0,5,0.2225419543457031,True,REGULAR,USD,2025-04-30
SPY250430C00575000,2024-12-12 16:42:47+00:00,575.0,48.76,45.39,48.66,0.0,0.0,2.0,13,0.2210466079711914,True,REGULAR,USD,2025-04-30
SPY250430C00576000,2024-11-25 18:40:44+00:00,576.0,42.97,44.56,47.85,0.0,0.0,3.0,4,0.2195970375061035,True,REGULAR,USD,2025-04-30
SPY250430C00577000,2024-12-12 16:43:17+00:00,577.0,47.21,43.74,47.04,0.0,0.0,20.0,12,0.218132208404541,True,REGULAR,USD,2025-04-30
SPY250430C00578000,2024-12-05 16:50:42+00:00,578.0,47.79,44.04,44.43,0.0,0.0,2.0,451,0.2034534001159668,True,REGULAR,USD,2025-04-30
SPY250430C00579000,2024-12-02 17:00:22+00:00,579.0,44.09,42.13,45.42,0.0,0.0,2.0,5,0.2151415156555176,True,REGULAR,USD,2025-04-30
SPY250430C00580000,2024-12-12 14:37:57+00:00,580.0,44.5,42.42,42.82,0.0,0.0,1.0,269,0.2006000350952148,True,REGULAR,USD,2025-04-30
SPY250430C00581000,2024-11-27 15:45:55+00:00,581.0,39.83,40.52,43.82,0.0,0.0,1.0,32,0.21219659881591796,True,REGULAR,USD,2025-04-30
SPY250430C00582000,2024-12-12 16:43:54+00:00,582.0,43.17,39.71,43.03,0.0,0.0,2.0,23,0.21076228698730468,True,REGULAR,USD,2025-04-30
SPY250430C00583000,2024-12-02 18:25:54+00:00,583.0,41.07,38.91,42.24,0.0,0.0,6.0,13,0.20931271652221678,True,REGULAR,USD,2025-04-30
SPY250430C00584000,2024-12-03 18:01:48+00:00,584.0,40.07,38.12,41.45,0.0,0.0,1.0,3,0.20783262878417966,True,REGULAR,USD,2025-04-30
SPY250430C00585000,2024-12-06 15:19:58+00:00,585.0,42.84,38.66,39.25,0.0,0.0,1.0,272,0.196297099609375,True,REGULAR,USD,2025-04-30
SPY250430C00586000,2024-12-04 15:07:09+00:00,586.0,39.74,36.56,39.89,0.0,0.0,1.0,4,0.2049334878540039,True,REGULAR,USD,2025-04-30
SPY250430C00587000,2024-11-25 16:49:25+00:00,587.0,34.34,35.78,39.12,0.0,0.0,1.0,6,0.2035144346618652,True,REGULAR,USD,2025-04-30
SPY250430C00588000,2024-12-11 15:00:16+00:00,588.0,38.32,35.01,38.35,0.0,0.0,6.0,20,0.20206486419677733,True,REGULAR,USD,2025-04-30
SPY250430C00589000,2024-12-09 19:05:19+00:00,589.0,37.15,34.24,37.59,0.0,0.0,1.0,26,0.20066869895935055,True,REGULAR,USD,2025-04-30
SPY250430C00590000,2024-12-11 17:00:02+00:00,590.0,35.66,34.82,35.33,-2.3400002,-6.157895,1.0,337,0.1887745918273926,True,REGULAR,USD,2025-04-30
SPY250430C00591000,2024-12-04 20:21:31+00:00,591.0,37.24,32.73,36.07,0.0,0.0,2.0,4,0.19777718734741212,True,REGULAR,USD,2025-04-30
SPY250430C00592000,2024-12-06 16:39:49+00:00,592.0,36.77,31.97,35.33,0.0,0.0,10.0,14,0.1964344273376465,True,REGULAR,USD,2025-04-30
SPY250430C00593000,2024-12-11 18:12:23+00:00,593.0,35.93,31.23,34.58,0.0,0.0,10.0,7,0.19498485687255857,True,REGULAR,USD,2025-04-30
SPY250430C00594000,2024-12-04 20:11:51+00:00,594.0,35.14,30.48,33.84,0.0,0.0,1.0,7,0.19358106231689454,True,REGULAR,USD,2025-04-30
SPY250430C00595000,2024-12-11 18:12:23+00:00,595.0,32.41,29.75,33.11,-2.0200005,-5.8669777,1.0,38,0.1922077850341797,True,REGULAR,USD,2025-04-30
SPY250430C00596000,2024-11-26 20:46:25+00:00,596.0,29.75,29.02,32.38,0.0,0.0,8.0,12,0.19081161979675293,True,REGULAR,USD,2025-04-30
SPY250430C00597000,2024-12-04 18:06:13+00:00,597.0,31.88,28.29,31.66,0.0,0.0,3.0,40,0.1894459718322754,True,REGULAR,USD,2025-04-30
SPY250430C00598000,2024-12-03 14:30:06+00:00,598.0,29.82,27.57,30.94,0.0,0.0,1.0,97,0.18804980659484863,True,REGULAR,USD,2025-04-30
SPY250430C00599000,2024-12-09 15:15:57+00:00,599.0,30.08,28.23,28.54,0.0,0.0,1.0,183,0.17517914672851562,True,REGULAR,USD,2025-04-30
SPY250430C00600000,2024-12-13 19:14:34+00:00,600.0,27.95,27.52,27.75,-0.049999237,-0.1785687,420.0,3065,0.17325655853271482,True,REGULAR,USD,2025-04-30
SPY250430C00601000,2024-12-03 14:53:21+00:00,601.0,27.35,25.45,28.83,0.0,0.0,56.0,95,0.18399863861083982,True,REGULAR,USD,2025-04-30
SPY250430C00602000,2024-12-11 15:58:39+00:00,602.0,28.05,24.75,28.15,0.0,0.0,1.0,125,0.18273217178344725,True,REGULAR,USD,2025-04-30
SPY250430C00603000,2024-12-09 20:02:38+00:00,603.0,26.4,24.07,27.47,0.0,0.0,3.0,49,0.18143518768310546,True,REGULAR,USD,2025-04-30
SPY250430C00604000,2024-12-13 17:05:08+00:00,604.0,24.68,24.72,25.15,-2.869999,-10.4174185,2.0,75,0.16900702827453615,True,REGULAR,USD,2025-04-30
SPY250430C00605000,2024-12-12 18:05:50+00:00,605.0,26.06,22.79,26.05,0.0,0.0,4.0,101,0.17830716720581058,False,REGULAR,USD,2025-04-30
SPY250430C00606000,2024-12-13 17:03:45+00:00,606.0,23.75,23.36,23.77,-0.25,-1.0416667,6.0,74,0.1661002580261231,False,REGULAR,USD,2025-04-30
SPY250430C00607000,2024-12-11 19:14:48+00:00,607.0,25.72,21.5,24.77,0.0,0.0,4.0,58,0.17598785446166992,False,REGULAR,USD,2025-04-30
SPY250430C00608000,2024-12-13 18:31:26+00:00,608.0,22.35,22.17,22.46,-2.6499996,-10.599998,1.0,343,0.16349103118896485,False,REGULAR,USD,2025-04-30
SPY250430C00609000,2024-12-13 16:20:20+00:00,609.0,21.64,21.54,21.81,-1.3400002,-5.831158,2.0,1259,0.16215590049743653,False,REGULAR,USD,2025-04-30
SPY250430C00610000,2024-12-13 20:32:51+00:00,610.0,21.27,20.91,21.24,-0.020000458,-0.09394296,4.0,198,0.16130904617309572,False,REGULAR,USD,2025-04-30
SPY250430C00611000,2024-12-13 20:32:51+00:00,611.0,20.65,20.27,20.66,-2.3500004,-10.217393,3.0,52,0.16036301071166992,False,REGULAR,USD,2025-04-30
SPY250430C00612000,2024-12-12 17:01:53+00:00,612.0,21.2,18.53,21.48,0.0,0.0,1.0,75,0.16883155395507815,False,REGULAR,USD,2025-04-30
SPY250430C00615000,2024-12-13 18:56:04+00:00,615.0,18.28,18.01,18.07,-0.1099987,-0.5981442,12.0,1845,0.15422903884887695,False,REGULAR,USD,2025-04-30
SPY250430C00620000,2024-12-13 19:58:23+00:00,620.0,15.54,15.29,15.35,-1.000001,-6.0459547,2.0,1644,0.1489342919921875,False,REGULAR,USD,2025-04-30
SPY250430C00625000,2024-12-13 20:19:59+00:00,625.0,12.98,12.83,12.89,-0.7400007,-5.393591,6.0,189,0.1440667869567871,False,REGULAR,USD,2025-04-30
SPY250430C00630000,2024-12-13 17:49:23+00:00,630.0,10.52,10.65,10.7,-0.6999998,-6.2388573,3.0,143,0.139657041015625,False,REGULAR,USD,2025-04-30
SPY250430C00635000,2024-12-13 21:11:26+00:00,635.0,8.83,8.74,8.78,-0.52000046,-5.561502,98.0,660,0.1356897955322266,False,REGULAR,USD,2025-04-30
SPY250430C00640000,2024-12-13 14:42:36+00:00,640.0,7.88,7.09,7.14,0.32999992,4.3708596,2.0,224,0.1323023782348633,False,REGULAR,USD,2025-04-30
SPY250430C00645000,2024-12-11 17:11:53+00:00,645.0,7.11,5.69,5.75,0.0,0.0,10.0,76,0.12935746139526366,False,REGULAR,USD,2025-04-30
SPY250430C00650000,2024-12-13 20:19:59+00:00,650.0,4.61,4.56,4.59,-0.6700001,-12.689395,11.0,297,0.12683978637695312,False,REGULAR,USD,2025-04-30
SPY250430C00655000,2024-12-12 14:30:05+00:00,655.0,4.24,3.6,3.63,0.0,0.0,1.0,163,0.12465780136108398,False,REGULAR,USD,2025-04-30
SPY250430C00660000,2024-12-12 16:30:19+00:00,660.0,3.41,2.82,2.87,0.0,0.0,4.0,24,0.12308616180419923,False,REGULAR,USD,2025-04-30
SPY250430C00665000,2024-12-13 18:20:45+00:00,665.0,2.21,2.19,2.24,-0.39999986,-15.325665,22.0,134,0.12156029815673827,False,REGULAR,USD,2025-04-30
SPY250430C00670000,2024-12-13 17:15:02+00:00,670.0,1.71,1.7,1.74,-0.32999992,-16.176466,4.0,131,0.12033960723876952,False,REGULAR,USD,2025-04-30
SPY250430C00675000,2024-12-13 20:19:59+00:00,675.0,1.34,1.31,1.34,-0.48000002,-26.373629,5.0,135,0.11927150268554687,False,REGULAR,USD,2025-04-30
SPY250430C00680000,2024-12-13 18:41:32+00:00,680.0,1.03,1.01,1.04,-0.07000005,-6.363641,60.0,97,0.1186916744995117,False,REGULAR,USD,2025-04-30
SPY250430C00685000,2024-12-13 19:12:28+00:00,685.0,0.81,0.78,0.8,-0.16000003,-16.494848,1.0,205,0.118172880859375,False,REGULAR,USD,2025-04-30
SPY250430C00690000,2024-12-13 18:01:52+00:00,690.0,0.6,0.6,0.62,-0.03999996,-6.2499943,10.0,442,0.11798977722167968,False,REGULAR,USD,2025-04-30
SPY250430C00695000,2024-12-09 15:43:34+00:00,695.0,0.61,0.47,0.49,0.0,0.0,1.0,37,0.11829494995117187,False,REGULAR,USD,2025-04-30
SPY250430C00700000,2024-12-13 19:54:21+00:00,700.0,0.37,0.37,0.39,-0.09,-19.565218,3.0,1192,0.11890529541015624,False,REGULAR,USD,2025-04-30
SPY250430C00705000,2024-12-13 20:18:37+00:00,705.0,0.31,0.29,0.31,-0.050000012,-13.888891,10.0,19,0.11945460632324219,False,REGULAR,USD,2025-04-30
SPY250430C00710000,2024-12-13 15:49:45+00:00,710.0,0.26,0.24,0.25,-0.01000002,-3.7037113,6.0,426,0.12024805541992187,False,REGULAR,USD,2025-04-30
SPY250516C00415000,2024-12-05 16:46:48+00:00,415.0,201.61,195.59,198.73,0.0,0.0,2.0,2,0.4942677526855469,True,REGULAR,USD,2025-05-16
SPY250516C00420000,2024-12-05 16:46:48+00:00,420.0,196.82,190.76,193.92,0.0,0.0,2.0,4,0.48508205352783207,True,REGULAR,USD,2025-05-16
SPY250516C00430000,2024-11-29 14:31:32+00:00,430.0,179.01,181.13,184.29,0.0,0.0,4.0,4,0.4665885861206055,True,REGULAR,USD,2025-05-16
SPY250516C00455000,2024-12-02 18:28:32+00:00,455.0,158.83,157.15,160.3,0.0,0.0,,4,0.4212094012451172,True,REGULAR,USD,2025-05-16
SPY250516C00470000,2024-11-29 15:11:49+00:00,470.0,142.88,142.85,146.01,0.0,0.0,1.0,2,0.39490351196289064,True,REGULAR,USD,2025-05-16
SPY250516C00475000,2024-12-13 17:54:56+00:00,475.0,139.18,138.1,141.27,-1.2000122,-0.8548313,1.0,7,0.3862976409912109,True,REGULAR,USD,2025-05-16
